index,store_ID,day_of_week,date,nb_customers_on_day,open,promotion,state_holiday,school_holiday,sales
681130,687,7,16/03/2014,0,0,0,0,0,56.410706
423127,1067,6,11/01/2014,470,1,0,0,0,4658.075
387506,1093,1,05/05/2014,1001,1,1,0,0,10366.435
187334,341,1,19/01/2015,713,1,0,0,0,5896.2744
314727,1019,4,21/03/2013,740,1,1,0,0,7349.3477
368474,891,2,08/07/2014,676,1,0,0,1,5914.6157
386432,891,3,19/11/2014,878,1,0,0,0,7207.022
582162,867,1,21/07/2014,435,1,0,0,1,4770.457
137780,118,4,16/04/2015,689,1,1,0,1,7234.4
127294,932,1,06/07/2015,662,1,0,0,0,5927.3125
456907,646,6,28/03/2015,641,1,0,0,0,5830.5864
195990,279,2,29/01/2013,386,1,0,0,0,3892.436
1336,1002,6,01/11/2014,758,1,0,0,0,6369.4893
413256,417,6,27/12/2014,519,1,0,0,0,5844.711
518807,220,3,06/03/2013,715,1,1,0,0,6754.624
61927,13,3,11/03/2015,319,1,0,0,0,3594.462
503479,207,5,27/06/2014,1159,1,0,0,0,8626.474
140356,138,7,09/03/2014,0,0,0,0,0,74.215096
712027,655,3,31/12/2014,455,1,0,0,1,4174.6636
500657,255,4,18/06/2015,614,1,1,0,0,6117.72
403195,252,6,23/11/2013,800,1,0,0,0,8822.235
419944,511,6,29/06/2013,750,1,0,0,0,6223.5005
357205,428,6,20/06/2015,513,1,0,0,0,5231.1206
611860,231,4,15/01/2015,435,1,1,0,0,5286.2427
548925,603,4,18/06/2015,982,1,1,0,0,8423.258
463938,843,5,08/03/2013,1309,1,1,0,0,13457.524
596847,400,6,07/12/2013,1015,1,0,0,0,8990.897
639276,162,4,27/06/2013,496,1,0,0,0,5582.7827
578522,1044,5,11/07/2014,786,1,0,0,0,5841.863
36144,77,4,21/11/2013,634,1,1,0,0,6422.871
614681,598,4,27/03/2014,660,1,0,0,0,5590.5474
190824,824,4,25/07/2013,596,1,0,0,1,4988.2847
282454,565,4,05/06/2014,673,1,1,0,0,5919.828
385513,793,5,08/08/2014,484,1,1,0,1,4252.08
175554,745,6,22/11/2014,311,1,0,0,0,2968.1707
677074,383,5,15/05/2015,2363,1,0,0,0,17499.826
222321,944,2,16/04/2013,985,1,0,0,0,6379.058
177728,193,7,18/01/2015,0,0,0,0,0,200.07826
568207,379,7,30/11/2014,0,0,0,0,0,4.214052
67251,1036,4,14/05/2015,0,0,0,a,0,56.411648
367226,1072,4,05/06/2014,683,1,1,0,0,6638.65
48866,561,6,13/06/2015,480,1,0,0,0,4494.9087
320082,936,3,17/06/2015,919,1,1,0,0,8211.985
370005,593,1,25/08/2014,1544,1,0,0,0,10834.311
643312,515,4,25/07/2013,625,1,0,0,1,5636.474
154701,576,7,06/10/2013,0,0,0,0,0,-36.95305
379645,579,3,17/06/2015,878,1,1,0,0,8277.18
555925,1089,5,26/04/2013,1026,1,1,0,0,10291.081
709310,537,6,27/04/2013,430,1,0,0,0,3881.6816
689288,1021,4,23/05/2013,970,1,0,0,0,7779.0415
533460,111,1,27/04/2015,647,1,1,0,0,6955.5366
419164,88,6,16/02/2013,211,1,0,0,0,2015.2656
375404,738,2,19/08/2014,853,1,1,0,1,9167.879
477172,117,6,02/11/2013,374,1,0,0,0,3412.2158
454214,1081,6,03/08/2013,624,1,0,0,0,6181.1216
181089,632,7,06/01/2013,0,0,0,0,0,8.089522
115581,456,5,14/06/2013,774,1,0,0,0,6389.9224
409575,497,6,16/03/2013,909,1,0,0,0,7360.3564
592415,616,4,30/05/2013,0,0,1,a,0,21.644499
8522,913,2,21/01/2014,1429,1,1,0,0,12138.808
62096,1089,2,22/01/2013,1008,1,1,0,0,10067.749
50063,238,6,14/02/2015,850,1,0,0,0,6229.513
131925,274,1,22/09/2014,920,1,0,0,0,6413.245
394477,1025,4,15/01/2015,869,1,1,0,0,7219.4136
496809,87,1,03/02/2014,1031,1,1,0,1,9551.91
507502,1029,1,04/05/2015,1106,1,1,0,0,9424.054
272061,339,3,25/09/2013,704,1,1,0,0,6857.4575
442158,435,6,24/05/2014,249,1,0,0,0,2167.9316
667183,406,1,02/03/2015,604,1,1,0,0,7084.8647
486733,240,4,14/11/2013,352,1,0,0,0,3631.425
68061,809,6,28/03/2015,641,1,0,0,0,7121.1655
247182,592,2,27/01/2015,608,1,1,0,0,6363.821
158708,63,7,14/06/2015,0,0,0,0,0,50.00864
539037,429,5,08/02/2013,464,1,1,0,0,5383.6885
693813,545,3,23/01/2013,1101,1,1,0,0,10986.676
539705,50,2,07/01/2014,396,1,1,0,1,5483.1216
578172,473,2,03/03/2015,545,1,1,0,0,5742.202
500647,865,2,26/03/2013,646,1,1,0,1,7035.024
652970,719,6,22/02/2014,512,1,0,0,0,5321.2573
608930,516,5,27/03/2015,597,1,0,0,0,5640.968
559756,137,3,06/11/2013,871,1,1,0,0,8087.4893
681942,70,6,06/04/2013,575,1,0,0,0,5508.599
160520,1,2,07/10/2014,556,1,1,0,0,5033.538
536663,152,3,05/02/2014,765,1,1,0,0,8121.1377
192452,715,1,09/02/2015,582,1,0,0,1,5315.1597
308864,140,5,29/11/2013,928,1,0,0,0,8085.8574
172116,319,1,18/08/2014,963,1,1,0,1,11117.121
100072,31,6,21/12/2013,866,1,0,0,0,8792.777
322266,389,2,18/06/2013,1463,1,1,0,0,13668.912
480940,845,3,31/12/2014,282,1,0,0,1,3117.2295
520973,67,1,05/01/2015,1209,1,1,0,1,10847.415
456141,897,5,21/03/2014,382,1,1,0,0,4041.7056
704339,366,1,21/01/2013,750,1,1,0,0,9786.829
411678,456,1,20/10/2014,1038,1,1,0,0,9660.582
147544,993,7,19/07/2015,0,0,0,0,0,97.41484
344657,281,4,12/03/2015,475,1,0,0,0,4529.8467
126761,1113,5,12/09/2014,670,1,0,0,0,6136.929
210406,421,3,29/05/2013,1068,1,1,0,0,8599.146
655920,352,1,13/10/2014,533,1,0,0,1,5342.1855
395852,899,3,11/02/2015,475,1,0,0,1,4355.826
58977,936,2,01/07/2014,990,1,1,0,0,9135.679
396093,1013,2,28/10/2014,439,1,0,0,0,4250.21
351993,596,2,17/09/2013,569,1,0,0,0,3890.196
337146,914,3,10/12/2014,1069,1,0,0,0,8389.841
110491,12,2,25/06/2013,768,1,0,0,1,5838.657
452685,542,3,06/03/2013,595,1,1,0,0,6507.4526
526234,188,5,05/12/2014,557,1,1,0,0,6516.001
653138,126,6,15/03/2014,476,1,0,0,0,4676.92
308771,209,4,09/04/2015,566,1,0,0,1,5001.1533
665879,15,5,05/12/2014,957,1,1,0,0,9850.386
349160,1096,3,09/01/2013,480,1,1,0,0,5196.2905
680385,417,4,16/05/2013,976,1,1,0,0,8732.416
26319,645,4,12/12/2013,1209,1,0,0,0,9667.211
480561,278,5,31/07/2015,929,1,1,0,1,8994.436
578013,793,2,28/05/2013,435,1,1,0,0,4420.4443
378395,321,3,24/09/2014,414,1,0,0,0,3881.3992
347984,127,6,26/10/2013,663,1,0,0,0,6174.609
612381,434,3,13/05/2015,891,1,0,0,0,7721.4224
453495,641,7,05/01/2014,0,0,0,0,0,-117.93771
201721,1105,5,14/06/2013,371,1,0,0,0,4298.03
539467,1115,3,31/07/2013,421,1,1,0,1,5604.4546
479283,159,4,07/02/2013,689,1,1,0,0,7818.427
604725,772,4,21/03/2013,439,1,1,0,0,4441.6
110797,356,7,14/04/2013,0,0,0,0,0,64.75746
362761,860,3,06/11/2013,651,1,1,0,0,5892.278
666268,621,5,19/06/2015,785,1,1,0,0,7747.1045
604018,999,2,19/03/2013,691,1,1,0,0,7900.793
681683,979,3,20/05/2015,674,1,1,0,0,6758.8745
199751,284,5,11/04/2014,408,1,0,0,0,4102.0264
694253,317,2,26/05/2015,587,1,0,0,1,5736.489
528328,975,7,15/03/2015,0,0,0,0,0,-26.433569
264135,751,6,18/05/2013,668,1,0,0,0,6711.154
356711,368,1,23/09/2013,877,1,1,0,0,10919.092
649095,616,6,22/06/2013,603,1,0,0,0,6363.846
341334,538,2,14/07/2015,702,1,1,0,0,6975.914
544571,428,5,02/08/2013,632,1,1,0,1,6728.005
280884,157,1,05/08/2013,968,1,0,0,1,8428.388
332574,1002,1,03/11/2014,924,1,1,0,0,8781.279
410387,1087,6,26/07/2014,568,1,0,0,0,5231.6245
163791,392,7,17/11/2013,0,0,0,0,0,-148.91443
373442,1100,1,08/06/2015,569,1,0,0,0,4027.5632
694796,605,6,19/10/2013,511,1,0,0,0,5533.642
604029,73,7,22/06/2014,0,0,0,0,0,-88.77877
301515,254,2,07/07/2015,216,1,0,0,0,2333.6318
662257,350,7,10/05/2015,0,0,0,0,0,205.3817
565472,383,2,09/07/2013,1959,1,0,0,1,15093.548
283298,305,2,19/02/2013,369,1,1,0,0,4310.3555
656464,1037,7,27/01/2013,0,0,0,0,0,70.30329
293288,302,3,25/06/2014,265,1,0,0,0,2672.1443
671429,343,2,07/07/2015,567,1,0,0,1,5251.5713
288801,814,7,14/04/2013,0,0,0,0,0,-69.70131
2275,1086,5,15/11/2013,940,1,0,0,0,7811.9404
651900,150,7,04/05/2014,0,0,0,0,0,65.03626
689691,545,7,07/04/2013,0,0,0,0,0,34.720184
341463,740,3,05/11/2014,501,1,1,0,0,6564.7935
674668,761,6,23/05/2015,816,1,0,0,0,6972.494
421436,1083,5,27/06/2014,340,1,0,0,0,4274.68
37929,319,1,17/03/2014,952,1,1,0,0,11126.22
703690,210,6,04/07/2015,336,1,0,0,0,2523.9766
450078,1057,1,29/07/2013,739,1,1,0,1,8286.608
201886,2,2,15/10/2013,472,1,0,0,0,3627.299
41403,427,3,21/05/2014,754,1,1,0,0,7958.0693
369691,199,6,26/04/2014,663,1,0,0,0,6487.643
110778,838,2,30/09/2014,931,1,1,0,0,8341.6
414242,842,4,03/01/2013,1107,1,0,0,1,10043.617
225890,557,7,31/03/2013,0,0,0,0,0,-147.5107
89983,41,5,22/02/2013,354,1,1,0,0,4257.8145
10145,693,7,12/01/2014,0,0,0,0,0,119.856415
16022,241,1,29/07/2013,844,1,1,0,1,9075.928
58858,32,6,03/05/2014,279,1,0,0,0,2355.1846
416004,628,1,16/12/2013,1260,1,1,0,0,14454.951
605951,1018,6,11/10/2014,1411,1,0,0,0,10990.476
4482,442,6,06/09/2014,441,1,0,0,0,3943.8997
415859,145,1,16/03/2015,1419,1,1,0,0,11775.116
207660,793,3,15/05/2013,435,1,1,0,0,4293.4346
165265,661,5,28/02/2014,609,1,0,0,0,5692.786
130691,1030,1,24/06/2013,292,1,0,0,0,2916.5684
484173,1055,6,16/08/2014,846,1,0,0,0,6757.1357
686134,1034,6,21/03/2015,248,1,0,0,0,2198.2588
488521,553,7,19/01/2014,0,0,0,0,0,-156.9136
365967,25,1,30/03/2015,1855,1,1,0,1,15402.131
448155,938,6,11/07/2015,801,1,0,0,0,7461.538
511596,5,7,24/08/2014,0,0,0,0,0,2.2680583
199093,1061,3,10/06/2015,503,1,0,0,0,5412.94
242039,480,2,06/05/2014,802,1,1,0,0,7768.3433
490102,853,4,18/07/2013,1112,1,1,0,0,9580.525
662953,852,5,30/01/2015,637,1,1,0,0,6082.17
103182,249,5,24/04/2015,513,1,0,0,0,5003.1724
156993,1106,4,30/04/2015,721,1,1,0,0,6813.8315
345874,451,7,10/03/2013,0,0,0,0,0,226.29015
668002,805,1,01/07/2013,890,1,1,0,0,10867.969
90599,944,3,16/10/2013,1107,1,0,0,1,6752.172
370004,198,1,16/02/2015,368,1,1,0,0,4389.117
503558,756,2,18/11/2014,1953,1,0,0,0,14353.979
423441,889,3,22/05/2013,396,1,0,0,0,4032.7678
690582,1002,4,24/01/2013,674,1,1,0,0,5980.914
277025,621,1,30/03/2015,1027,1,1,0,1,10156.756
599937,164,4,04/07/2013,691,1,1,0,0,6448.415
260518,1040,1,14/10/2013,772,1,0,0,0,5973.6045
441323,1065,5,19/04/2013,448,1,0,0,0,4008.9207
338678,605,5,25/04/2014,448,1,0,0,1,4972.918
206204,90,6,24/05/2014,1007,1,0,0,0,8048.715
269424,504,3,27/11/2013,818,1,0,0,0,6529.135
558657,1028,4,30/05/2013,0,0,1,a,0,73.25315
547966,1080,2,09/06/2015,765,1,0,0,0,6869.4287
208927,389,6,29/06/2013,666,1,0,0,0,6547.554
483680,183,2,09/07/2013,625,1,0,0,0,5735.345
522803,560,1,15/06/2015,2051,1,1,0,0,18207.598
573075,998,5,05/07/2013,557,1,1,0,0,5782.6567
308115,967,6,23/11/2013,604,1,0,0,0,5119.279
346465,970,6,13/09/2014,137,1,0,0,0,1280.9733
365222,626,2,04/06/2013,621,1,1,0,0,7012.5615
271657,755,4,25/04/2013,856,1,1,0,0,8889.335
229314,459,3,04/06/2014,1272,1,1,0,0,10700.1875
675676,75,3,06/03/2013,573,1,1,0,0,5953.9424
370110,359,7,12/04/2015,0,0,0,0,0,-70.80789
458530,591,7,14/12/2014,0,0,0,0,0,52.35098
603818,506,1,15/12/2014,1145,1,1,0,0,13565.776
537218,856,6,04/04/2015,1104,1,0,0,0,8773.423
370173,6,7,22/06/2014,0,0,0,0,0,-38.271297
383794,410,3,29/05/2013,1023,1,1,0,0,9854.195
499912,392,5,05/04/2013,680,1,0,0,1,6689.73
655167,603,1,06/07/2015,983,1,0,0,0,7360.567
360284,382,5,13/09/2013,742,1,1,0,0,8126.67
642535,951,7,05/04/2015,0,0,0,0,0,97.85709
524867,44,5,28/03/2014,593,1,0,0,0,5255.2427
38271,309,1,03/03/2014,756,1,1,0,0,9873.626
160025,403,7,20/10/2013,0,0,0,0,0,15.736301
323579,298,2,24/06/2014,540,1,0,0,0,4898.389
70741,918,2,07/07/2015,546,1,0,0,0,5095.5127
516450,848,4,25/09/2014,965,1,0,0,0,6784.001
167254,600,7,02/06/2013,0,0,0,0,0,-66.55215
495000,909,6,02/03/2013,903,1,0,0,0,8269.25
486819,512,5,14/06/2013,1483,1,0,0,0,8588.335
221647,679,7,28/06/2015,0,0,0,0,0,103.09873
59871,1112,1,23/06/2014,702,1,0,0,0,6679.8276
332688,310,6,08/11/2014,765,1,0,0,0,8153.2666
478204,684,1,30/09/2013,484,1,0,0,0,4679.822
159735,798,2,04/06/2013,1144,1,1,0,0,11709.735
349389,807,3,23/04/2014,865,1,0,0,1,7918.424
309206,386,1,23/12/2013,1407,1,0,0,1,14144.832
395511,872,3,26/06/2013,718,1,0,0,0,6132.914
90526,304,4,16/10/2014,993,1,0,0,0,6423.9263
221399,1015,2,06/01/2015,523,1,1,0,1,6144.473
436085,145,4,08/01/2015,1247,1,1,0,0,9772.034
194217,665,7,01/06/2014,0,0,0,0,0,-92.396385
272392,472,1,16/02/2015,805,1,1,0,0,8101.562
658793,334,4,26/12/2013,0,0,0,c,1,-157.75754
654873,250,2,25/02/2014,512,1,0,0,0,5150.0474
211644,513,2,12/05/2015,1819,1,0,0,0,13259.039
117959,838,4,31/07/2014,832,1,1,0,1,7748.5156
58053,1113,7,28/07/2013,0,0,0,0,0,-6.105232
82267,549,3,02/01/2013,450,1,0,0,1,4449.719
310401,674,1,24/03/2014,988,1,0,0,0,7493.624
453416,368,5,08/03/2013,781,1,1,0,0,8985.379
131137,941,2,26/05/2015,597,1,0,0,1,5837.878
648819,398,6,17/08/2013,657,1,0,0,0,5454.125
533095,947,1,27/10/2014,1008,1,0,0,1,6320.351
289658,669,1,17/03/2014,384,1,1,0,0,4676.9165
692829,574,2,26/03/2013,781,1,1,0,1,11044.755
583139,464,1,05/01/2015,1189,1,1,0,0,10634.844
303470,795,2,02/07/2013,548,1,1,0,0,5391.473
428063,77,2,18/11/2014,528,1,0,0,0,4712.7183
325005,314,5,27/03/2015,554,1,0,0,0,5064.591
691327,919,1,06/04/2015,0,0,0,b,1,35.675148
583126,18,2,29/10/2013,593,1,0,0,1,4999.0107
554584,323,7,01/06/2014,0,0,0,0,0,6.4204397
402669,419,1,24/02/2014,736,1,0,0,0,5798.523
524078,805,3,27/05/2015,439,1,0,0,1,4689.4624
410577,804,5,20/12/2013,613,1,1,0,0,7638.586
83727,274,5,10/04/2015,1000,1,0,0,1,6641.921
398207,130,4,03/04/2014,598,1,1,0,0,6201.627
296422,598,2,03/03/2015,797,1,1,0,0,7843.3525
116431,182,4,05/03/2015,430,1,1,0,0,4727.6313
88042,601,7,14/07/2013,0,0,0,0,1,180.5153
381942,871,6,06/04/2013,510,1,0,0,0,5073.0693
683136,506,7,14/12/2014,0,0,0,0,0,138.70203
324133,372,4,11/07/2013,675,1,0,0,0,6897.8403
88498,491,2,04/11/2014,640,1,1,0,0,7189.322
87543,793,3,20/03/2013,376,1,1,0,0,3517.3184
56178,604,6,05/10/2013,571,1,0,0,0,5867.4805
599498,691,7,08/12/2013,0,0,0,0,0,28.59334
383075,873,4,16/05/2013,502,1,1,0,0,5453.8354
465581,597,5,27/03/2015,697,1,0,0,1,6044.1875
468024,800,1,21/07/2014,333,1,0,0,0,3248.26
292967,861,1,07/01/2013,319,1,1,0,0,3508.1917
317940,944,1,25/11/2013,1166,1,0,0,0,7481.084
176410,571,7,08/12/2013,0,0,0,0,0,243.81638
216941,563,5,16/01/2015,695,1,1,0,0,6165.763
403310,93,7,28/12/2014,0,0,0,0,0,62.084213
582630,180,3,18/12/2013,1043,1,1,0,0,10915.381
557793,457,6,02/03/2013,402,1,0,0,0,4210.808
622262,420,4,10/04/2014,404,1,0,0,0,3734.214
592631,878,1,22/12/2014,1143,1,0,0,1,10746.115
519167,106,6,21/09/2013,547,1,0,0,0,5178.3667
81095,402,2,13/01/2015,599,1,1,0,0,6472.976
278475,829,1,09/09/2013,980,1,1,0,0,9628.618
309440,981,3,11/03/2015,662,1,0,0,0,6254.1133
559029,464,7,15/03/2015,0,0,0,0,0,23.67811
195744,917,7,08/09/2013,0,0,0,0,0,-51.89917
688691,313,2,08/07/2014,685,1,0,0,0,5956.1826
362710,210,6,15/02/2014,325,1,0,0,0,2492.1497
188567,741,4,30/01/2014,811,1,0,0,1,6475.7656
133940,1079,7,24/02/2013,0,0,0,0,0,262.48666
156096,869,6,17/01/2015,602,1,0,0,0,6546.483
132760,154,3,28/05/2014,817,1,0,0,0,7751.9673
637460,391,7,13/07/2014,0,0,0,0,0,-135.38031
611184,424,6,18/05/2013,751,1,0,0,0,6623.939
465423,534,4,27/03/2014,461,1,0,0,0,4472.76
86530,1055,7,08/03/2015,0,0,0,0,0,7.8899074
55302,705,6,16/11/2013,647,1,0,0,0,6573.131
470965,862,5,08/08/2014,1096,1,1,0,1,8903.671
311624,54,2,14/07/2015,667,1,1,0,1,7575.074
544352,632,4,18/04/2013,759,1,0,0,0,6185.38
506873,420,3,21/08/2013,312,1,0,0,1,2772.3484
367408,578,4,02/04/2015,1185,1,1,0,1,10355.309
69380,496,4,13/11/2014,764,1,1,0,0,6918.016
137949,14,6,05/01/2013,335,1,0,0,0,2687.6292
671829,414,2,13/05/2014,369,1,0,0,0,4214.5303
580579,84,5,08/05/2015,1413,1,1,0,0,13145.228
460337,962,7,28/06/2015,0,0,0,0,0,-71.35925
72040,80,1,27/01/2014,463,1,0,0,0,4579.6665
267599,366,2,27/05/2014,536,1,0,0,0,5636.6826
400329,845,3,28/01/2015,298,1,1,0,0,3768.5461
259125,383,1,13/01/2014,2016,1,0,0,0,15178.44
570341,1001,1,12/08/2013,761,1,1,0,1,9338.289
292860,409,2,01/10/2013,437,1,0,0,0,4808.0483
143414,1111,4,18/12/2014,540,1,1,0,0,7150.0117
137125,514,6,18/01/2014,506,1,0,0,0,4721.814
639818,422,1,25/02/2013,412,1,0,0,0,3634.7478
533554,430,6,06/07/2013,732,1,0,0,0,7448.567
623418,1051,3,08/05/2013,936,1,0,0,0,7024.0933
278092,968,3,27/02/2013,864,1,0,0,0,6141.085
514654,349,6,07/03/2015,896,1,0,0,0,8282.558
561910,702,4,28/11/2013,303,1,0,0,0,3234.9138
701750,588,1,25/02/2013,593,1,0,0,0,4838.0864
368628,432,3,08/05/2013,1643,1,0,0,1,11038.875
427940,327,7,06/10/2013,0,0,0,0,0,-36.19236
632474,500,6,25/01/2014,428,1,0,0,0,4477.1807
493321,304,1,04/03/2013,1426,1,1,0,0,11654.822
194837,588,5,03/05/2013,761,1,1,0,0,7300.084
13386,420,6,01/06/2013,417,1,0,0,0,4134.9395
106465,820,1,02/02/2015,1043,1,1,0,0,11987.44
373821,1064,3,11/12/2013,950,1,0,0,0,8148.8887
323154,921,1,04/02/2013,1552,1,1,0,1,14086.428
344637,601,2,08/07/2014,312,1,0,0,0,3619.8982
612849,698,6,26/04/2014,1823,1,0,0,0,14469.764
678808,473,4,16/05/2013,548,1,1,0,0,5404.562
390686,177,5,22/02/2013,506,1,1,0,0,5086.95
656742,46,6,30/11/2013,758,1,0,0,0,6211.3213
452662,1002,4,29/01/2015,685,1,1,0,0,6247.974
626538,360,1,18/05/2015,956,1,1,0,0,10314.655
6612,781,6,06/07/2013,422,1,0,0,0,3880.0964
547467,738,6,01/06/2013,673,1,0,0,0,6750.331
149120,929,4,07/11/2013,735,1,1,0,0,6994.842
638768,152,5,07/06/2013,705,1,1,0,0,7629.7197
50733,943,3,11/09/2013,606,1,1,0,0,6625.297
441839,27,5,11/10/2013,942,1,1,0,0,8082.555
711775,402,3,12/06/2013,480,1,0,0,0,4570.9453
162296,818,3,01/07/2015,786,1,1,0,0,8052.542
623869,327,1,07/10/2013,1144,1,1,0,0,10452.937
546116,47,2,05/03/2013,1104,1,1,0,1,9959.053
10502,136,1,27/04/2015,566,1,1,0,0,7121.76
308346,903,6,03/01/2015,923,1,0,0,0,9785.593
45430,1066,1,05/08/2013,1049,1,0,0,1,8850.903
416175,510,6,08/11/2014,507,1,0,0,0,4906.1665
19537,4,1,07/10/2013,1600,1,1,0,1,12361.697
602719,888,7,19/07/2015,0,0,0,0,0,106.20401
65640,129,2,25/06/2013,892,1,0,0,0,7033.529
19546,983,2,22/07/2014,1048,1,0,0,1,7826.7617
512455,289,7,07/06/2015,0,0,0,0,0,249.51718
636446,650,2,11/06/2013,623,1,0,0,0,5420.148
9810,579,7,21/09/2014,0,0,0,0,0,-44.562775
505562,138,6,23/08/2014,299,1,0,0,0,3013.7593
577498,1107,3,05/03/2014,733,1,1,0,1,7512.024
320874,458,4,26/12/2013,0,0,0,c,1,82.80595
685295,1010,4,26/03/2015,662,1,0,0,0,6011.472
9023,131,1,21/07/2014,503,1,0,0,1,4643.184
351686,341,5,31/05/2013,1096,1,1,0,0,9751.864
67617,101,1,10/03/2014,719,1,0,0,0,6021.435
397798,209,5,25/01/2013,567,1,1,0,0,5870.7085
579421,262,1,07/01/2013,2995,1,1,0,0,18222.377
477,923,7,05/07/2015,0,0,0,0,0,128.45654
271012,674,7,12/05/2013,0,0,0,0,0,-8.662357
114222,340,3,12/02/2014,678,1,0,0,0,5764.7734
365308,982,6,07/03/2015,603,1,0,0,0,6274.1187
198052,188,2,09/04/2013,429,1,1,0,0,5197.409
153193,62,5,07/06/2013,737,1,1,0,0,8238.284
650444,796,1,09/03/2015,717,1,0,0,0,6225.7373
595753,953,4,18/12/2014,796,1,1,0,0,9497.514
696907,254,1,07/07/2014,239,1,0,0,0,2594.692
479045,545,5,14/02/2014,1048,1,0,0,0,9810.39
354362,814,7,01/02/2015,0,0,0,0,0,-59.893833
277776,599,6,25/07/2015,878,1,0,0,0,7500.792
274088,18,3,19/06/2013,696,1,1,0,0,6692.0596
285378,296,4,22/05/2014,811,1,1,0,0,7407.7334
578110,1051,7,17/02/2013,0,0,0,0,0,103.19182
517419,9,4,12/09/2013,535,1,1,0,0,5339.741
364104,414,2,16/04/2013,362,1,0,0,0,4077.5596
71794,817,4,14/02/2013,3621,1,0,0,0,23262.19
509267,358,3,13/08/2014,941,1,0,0,1,7494.249
585613,536,7,21/04/2013,0,0,0,0,0,-109.07099
257283,206,5,10/01/2014,881,1,1,0,0,7792.81
584960,453,3,18/12/2013,949,1,1,0,0,9409.277
496105,677,5,12/06/2015,472,1,0,0,0,4900.707
43490,773,4,11/07/2013,773,1,0,0,1,5852.2554
513200,442,3,17/06/2015,447,1,1,0,0,5010.1665
308065,19,2,28/01/2014,588,1,0,0,0,5058.0664
156618,946,3,19/03/2014,556,1,1,0,0,4792.1836
435827,827,5,04/04/2014,1642,1,1,0,0,13206.184
666237,493,5,22/05/2015,950,1,1,0,0,8392.156
152134,1068,1,14/04/2014,426,1,1,0,1,5982.2026
629465,744,2,27/01/2015,761,1,1,0,0,7921.531
16787,444,1,17/11/2014,1426,1,0,0,0,9394.946
163835,675,5,05/04/2013,445,1,0,0,1,4361.215
643526,880,4,16/04/2015,894,1,1,0,0,7765.5
627026,944,6,02/03/2013,1536,1,0,0,0,9133.4795
51672,267,1,16/12/2013,1906,1,1,0,0,18575.848
297399,305,4,02/10/2014,700,1,1,0,0,6438.196
392575,364,2,24/03/2015,540,1,0,0,0,4126.8223
217392,651,4,28/08/2014,833,1,0,0,0,6330.5713
648312,239,1,30/06/2014,646,1,1,0,0,7160.902
205655,595,6,09/02/2013,1947,1,0,0,0,16190.635
664304,746,1,29/06/2015,639,1,1,0,0,7845.657
705465,13,2,13/05/2014,304,1,0,0,0,3614.4097
561433,747,1,04/08/2014,913,1,1,0,1,10734.862
189989,294,7,15/12/2013,0,0,0,0,0,-102.75723
120212,1007,5,14/06/2013,733,1,0,0,0,5355.612
481855,1112,6,12/04/2014,721,1,0,0,0,7774.9263
390613,517,5,03/04/2015,0,0,1,b,1,-25.74396
561080,750,7,29/12/2013,0,0,0,0,0,36.55476
699900,585,2,27/08/2013,1028,1,1,0,0,8978.341
229113,1086,2,09/09/2014,573,1,0,0,0,4864.301
175190,318,2,08/01/2013,703,1,1,0,0,7773.55
225015,203,4,31/01/2013,738,1,0,0,0,5636.978
42908,298,1,03/02/2014,747,1,1,0,0,7927.7695
154964,142,7,24/08/2014,0,0,0,0,0,-42.900066
661020,861,4,18/04/2013,452,1,0,0,0,3822.5273
31353,883,2,17/12/2013,769,1,1,0,0,8823.271
510776,681,7,01/02/2015,0,0,0,0,0,-319.60434
22424,526,7,11/08/2013,0,0,0,0,0,2.549091
206864,1044,1,02/02/2015,1049,1,1,0,0,9231.872
60680,676,2,13/08/2013,1359,1,1,0,1,9315.274
148899,110,6,25/01/2014,282,1,0,0,0,2482.6099
537280,76,2,10/12/2013,894,1,0,0,0,8320.454
559240,563,4,03/04/2014,830,1,1,0,0,7203.4473
234333,176,6,12/07/2014,390,1,0,0,0,3417.0369
668878,421,2,10/12/2013,996,1,0,0,0,8464.212
236171,351,2,23/09/2014,414,1,0,0,0,4497.2305
486844,958,1,24/03/2014,578,1,0,0,0,4890.503
346800,166,2,30/07/2013,981,1,1,0,1,9060.34
707029,283,4,02/05/2013,818,1,1,0,0,7936.632
110961,982,2,12/11/2013,515,1,0,0,0,5378.2837
545963,628,2,23/12/2014,1120,1,0,0,1,10115.393
425804,829,6,02/02/2013,970,1,0,0,0,7659.8433
611203,227,1,07/07/2014,574,1,0,0,1,5687.566
38217,827,1,20/05/2013,0,0,0,a,0,88.16267
612048,467,1,14/04/2014,1842,1,1,0,1,17038.547
592599,767,4,19/12/2013,889,1,1,0,0,9899.569
33123,19,7,26/07/2015,0,0,0,0,0,-0.9526777
188649,803,6,25/07/2015,388,1,0,0,0,3997.6018
40372,536,2,29/10/2013,841,1,0,0,1,6604.863
604844,1009,3,06/03/2013,485,1,1,0,0,5192.2676
285510,810,4,07/11/2013,492,1,1,0,0,5930.2114
134870,342,4,07/11/2013,754,1,1,0,0,7514.84
249386,382,1,26/08/2013,875,1,1,0,1,9952.863
127248,1063,1,30/06/2014,704,1,1,0,0,7898.8657
153741,242,4,18/04/2013,310,1,0,0,0,3124.8215
642389,12,1,03/02/2014,1200,1,1,0,0,10261.104
547987,779,4,14/05/2015,0,0,0,a,0,-60.929688
